median_house_value,total_bedrooms,population,house_holds,median_income,rooms_per_househole,population_per_househole,bedrooms_ratio
0.569,793.0,3535.0,735.0,1.586,4.09,4.81,0.26
0.634,267.0,1018.0,265.0,2.2206,5.43,3.84,0.19
0.953,410.0,867.0,380.0,1.9913,5.54,2.28,0.19
0.551,275.0,1065.0,248.0,1.8958,4.94,4.29,0.22
0.558,170.0,730.0,162.0,1.5625,3.62,4.51,0.29
0.552,296.0,1056.0,284.0,1.6094,4.89,3.72,0.21
1.138,171.0,798.0,200.0,3.0521,4.12,3.99,0.21
0.932,320.0,1056.0,276.0,2.5562,6.07,3.83,0.19
0.624,294.0,1102.0,307.0,1.9676,5.18,3.59,0.19
0.624,405.0,1652.0,411.0,2.6858,4.35,4.02,0.23
1.317,303.0,911.0,281.0,3.5987,6.17,3.24,0.17
0.731,300.0,919.0,308.0,2.8287,4.71,2.98,0.21
0.73,280.0,788.0,271.0,2.6974,4.84,2.91,0.21
0.88,390.0,1330.0,393.0,4.0197,5.82,3.38,0.17
0.927,620.0,1443.0,576.0,2.2727,4.93,2.51,0.22
0.697,439.0,1347.0,436.0,2.5556,5.3,3.09,0.19
0.683,403.0,1205.0,389.0,1.8333,4.94,3.1,0.21
0.651,521.0,1359.0,483.0,1.5833,4.64,2.81,0.23
0.553,435.0,1127.0,359.0,1.2647,5.0,3.14,0.24
0.544,168.0,737.0,186.0,1.4415,3.97,3.96,0.23
0.925,117.0,363.0,97.0,2.0658,5.94,3.74,0.2
0.53,497.0,1886.0,481.0,1.625,3.97,3.92,0.26
0.516,372.0,1467.0,403.0,1.8878,4.27,3.64,0.22
1.115,343.0,1041.0,313.0,3.2917,6.6,3.33,0.17
1.209,415.0,1106.0,372.0,4.2045,7.27,2.97,0.15
0.766,390.0,971.0,403.0,2.2132,4.69,2.41,0.21
0.67,213.0,663.0,204.0,1.6635,4.99,3.25,0.21
0.701,809.0,2157.0,770.0,2.5033,5.01,2.8,0.21
0.702,417.0,1042.0,422.0,3.0294,4.71,2.47,0.21
0.957,495.0,1670.0,518.0,3.2019,5.3,3.22,0.18
0.827,272.0,1038.0,272.0,3.0469,5.56,3.82,0.18
1.1,292.0,868.0,276.0,2.1908,5.81,3.14,0.18
1.0,319.0,966.0,282.0,3.1333,5.93,3.43,0.19
1.016,192.0,674.0,178.0,3.3214,5.56,3.79,0.19
0.942,331.0,1466.0,289.0,2.5921,6.02,5.07,0.19
0.75,289.0,802.0,259.0,3.2083,6.67,3.1,0.17
0.792,301.0,914.0,280.0,2.8125,6.08,3.26,0.18
0.579,356.0,1278.0,387.0,1.7813,4.65,3.3,0.2
0.725,287.0,818.0,269.0,2.4044,5.09,3.04,0.21
0.768,276.0,999.0,245.0,2.0216,5.69,4.08,0.2
0.836,254.0,767.0,226.0,2.7321,5.49,3.39,0.2
0.782,241.0,702.0,217.0,2.4375,6.04,3.24,0.18
0.6,332.0,979.0,294.0,2.5208,5.89,3.33,0.19
0.9,237.0,716.0,222.0,2.975,6.41,3.23,0.17
0.694,308.0,1425.0,247.0,2.0313,6.06,5.77,0.21
0.746,363.0,1319.0,359.0,2.4814,5.39,3.67,0.19
0.764,462.0,1291.0,394.0,2.4006,5.7,3.28,0.21
0.756,462.0,1416.0,469.0,2.4474,5.2,3.02,0.19
0.584,251.0,683.0,261.0,1.7176,4.5,2.62,0.21
0.609,354.0,1146.0,362.0,2.8913,5.04,3.17,0.19
0.392,237.0,772.0,220.0,2.1771,5.13,3.51,0.21
1.125,414.0,2030.0,356.0,2.1153,4.28,5.7,0.27
0.55,160.0,715.0,146.0,2.3295,4.1,4.9,0.27
0.647,356.0,1708.0,367.0,1.5086,3.98,4.65,0.24
0.551,559.0,2809.0,535.0,1.4191,3.59,5.25,0.29
0.875,412.0,1376.0,318.0,2.4398,4.2,4.33,0.31
1.042,116.0,218.0,99.0,2.1458,5.85,2.2,0.2
0.65,124.0,310.0,124.0,3.0658,4.94,2.5,0.2
0.62,274.0,622.0,217.0,1.8264,5.56,2.87,0.23
0.7,448.0,1200.0,420.0,2.7461,5.43,2.86,0.2
0.864,533.0,1335.0,493.0,3.2639,5.12,2.71,0.21
0.863,339.0,868.0,347.0,4.381,6.01,2.5,0.16
0.853,296.0,846.0,272.0,2.7792,5.58,3.11,0.19
0.604,647.0,1484.0,541.0,1.7075,4.94,2.74,0.24
0.555,434.0,1306.0,415.0,3.0134,4.67,3.15,0.22
0.766,209.0,514.0,156.0,2.25,6.04,3.29,0.22
0.66,221.0,744.0,223.0,2.4937,5.28,3.34,0.19
0.906,198.0,613.0,171.0,2.3026,5.54,3.58,0.21
0.572,338.0,1408.0,322.0,2.293,4.59,4.37,0.23
0.583,214.0,931.0,214.0,1.5536,4.09,4.35,0.24
0.56,347.0,1679.0,345.0,2.4786,4.37,4.87,0.23
0.689,312.0,1180.0,267.0,1.947,5.0,4.42,0.23
1.125,198.0,996.0,198.0,2.5,4.14,5.03,0.24
0.388,263.0,1274.0,241.0,1.9417,4.95,5.29,0.22
0.552,488.0,2104.0,486.0,1.7184,4.01,4.33,0.25
0.6,495.0,1745.0,457.0,1.9056,3.7,3.82,0.29
0.58,272.0,941.0,262.0,1.8125,3.78,3.59,0.27
0.543,244.0,1043.0,243.0,1.4038,3.84,4.29,0.26
0.63,310.0,954.0,269.0,1.3386,4.78,3.55,0.24
0.66,173.0,539.0,182.0,2.3523,3.7,2.96,0.26
0.905,293.0,883.0,288.0,2.8182,5.43,3.07,0.19
0.581,376.0,1681.0,370.0,2.1759,4.11,4.54,0.25
0.719,399.0,1446.0,371.0,2.4414,4.8,3.9,0.22
0.744,344.0,1084.0,323.0,2.3295,5.47,3.36,0.19
0.55,195.0,771.0,174.0,2.2083,5.18,4.43,0.22
0.675,11.0,26.0,5.0,4.125,11.0,5.2,0.2
1.625,7.0,28.0,2.0,4.625,24.5,14.0,0.14
0.637,576.0,1616.0,588.0,2.0192,4.43,2.75,0.22
0.675,834.0,1885.0,774.0,1.6948,5.37,2.44,0.2
0.85,126.0,337.0,125.0,3.0469,5.66,2.7,0.18
0.656,814.0,2111.0,809.0,2.3507,5.17,2.61,0.19
0.722,412.0,1104.0,369.0,3.0469,5.76,2.99,0.19
0.696,221.0,562.0,203.0,2.325,6.34,2.77,0.17
0.943,280.0,668.0,250.0,2.2569,5.6,2.67,0.2
0.854,307.0,836.0,297.0,3.35,5.58,2.81,0.19
0.731,396.0,1031.0,382.0,1.9375,5.3,2.7,0.2
0.14999,73.0,85.0,38.0,1.6607,6.71,2.24,0.29
0.675,210.0,510.0,175.0,2.3851,6.6,2.91,0.18
0.875,77.0,190.0,67.0,3.6429,6.25,2.84,0.18
0.816,259.0,673.0,246.0,3.25,5.98,2.74,0.18
0.719,240.0,658.0,211.0,2.4861,5.83,3.12,0.19
0.587,533.0,1287.0,505.0,2.165,5.3,2.55,0.2
0.71,658.0,1647.0,594.0,2.3566,5.5,2.77,0.2
1.25,336.0,1237.0,326.0,1.3708,3.89,3.79,0.26
0.669,268.0,555.0,277.0,2.1,4.34,2.0,0.22
0.634,482.0,1181.0,437.0,2.0625,5.84,2.7,0.19
0.697,413.0,1060.0,424.0,2.8333,5.56,2.5,0.18
0.53,97.0,261.0,90.0,2.1705,5.13,2.9,0.21
0.7,481.0,1443.0,455.0,2.5625,5.5,3.17,0.19
0.953,342.0,958.0,322.0,2.8466,6.37,2.98,0.17
0.771,215.0,512.0,197.0,2.4917,6.7,2.6,0.16
0.705,161.0,535.0,165.0,1.832,5.12,3.24,0.19
0.587,518.0,1856.0,495.0,2.1746,4.71,3.75,0.22
0.6,316.0,392.0,244.0,0.957,2.71,1.61,0.48
0.805,618.0,1150.0,571.0,1.7308,4.23,2.01,0.26
0.769,277.0,591.0,284.0,1.7778,4.45,2.08,0.22
0.755,419.0,891.0,367.0,1.585,4.38,2.43,0.26
0.625,344.0,758.0,319.0,1.8529,4.88,2.38,0.22
0.927,421.0,975.0,430.0,2.2566,5.0,2.27,0.2
0.854,403.0,837.0,353.0,2.5417,6.47,2.37,0.18
0.683,330.0,731.0,327.0,1.6369,4.91,2.24,0.21
0.7,319.0,640.0,260.0,1.8242,5.27,2.46,0.23
0.705,352.0,883.0,337.0,1.745,5.45,2.62,0.19
0.646,311.0,788.0,279.0,1.4668,5.01,2.82,0.22
0.705,479.0,1169.0,482.0,1.9688,4.74,2.43,0.21
0.82,446.0,932.0,395.0,2.9038,5.67,2.36,0.2
0.856,438.0,1053.0,434.0,2.8529,4.93,2.43,0.2
0.813,366.0,990.0,359.0,2.2227,5.28,2.76,0.19
0.702,293.0,867.0,310.0,2.5536,4.69,2.8,0.2
0.722,222.0,656.0,236.0,2.5096,4.56,2.78,0.21
0.67,364.0,950.0,317.0,2.1607,5.02,3.0,0.23
1.161,339.0,951.0,353.0,4.8516,6.15,2.69,0.16
0.828,361.0,992.0,380.0,2.8056,4.67,2.61,0.2
0.69,634.0,1367.0,583.0,2.442,5.1,2.34,0.21
0.675,74.0,235.0,83.0,1.75,4.1,2.83,0.22
0.726,312.0,872.0,306.0,2.5,4.49,2.85,0.23
0.741,335.0,765.0,329.0,1.755,4.52,2.33,0.23
0.747,480.0,908.0,451.0,1.6111,4.8,2.01,0.22
0.741,500.0,952.0,435.0,1.1386,3.91,2.19,0.29
0.81,290.0,873.0,291.0,2.4896,5.33,3.0,0.19
1.042,358.0,911.0,349.0,3.1711,6.09,2.61,0.17
0.818,346.0,791.0,349.0,3.8,5.66,2.27,0.18
0.906,597.0,1206.0,541.0,2.1135,5.62,2.23,0.2
0.864,488.0,1263.0,486.0,3.0216,5.54,2.6,0.18
0.928,423.0,982.0,432.0,3.4219,5.62,2.27,0.17
0.996,605.0,1407.0,571.0,2.9143,5.33,2.46,0.2
1.006,511.0,1388.0,512.0,3.375,5.58,2.71,0.18
0.9,374.0,829.0,368.0,3.3984,5.74,2.25,0.18
0.961,212.0,425.0,175.0,2.5536,5.48,2.43,0.22
0.869,420.0,1056.0,382.0,2.1101,5.61,2.76,0.2
0.811,462.0,1259.0,420.0,2.2478,5.12,3.0,0.21
0.83,453.0,1130.0,427.0,2.8833,5.79,2.65,0.18
0.928,359.0,855.0,346.0,3.5833,5.83,2.47,0.18
0.981,702.0,1891.0,669.0,3.2216,6.25,2.83,0.17
1.43,428.0,1005.0,401.0,3.5156,6.02,2.51,0.18
1.339,435.0,1198.0,442.0,3.9792,5.86,2.71,0.17
1.5,484.0,805.0,502.0,1.1157,2.56,1.6,0.38
0.75,387.0,794.0,379.0,1.1742,3.49,2.09,0.29
0.875,206.0,398.0,211.0,1.1576,3.28,1.89,0.3
0.992,326.0,796.0,333.0,2.2138,5.3,2.39,0.18
1.011,469.0,990.0,425.0,1.1479,4.02,2.33,0.27
1.058,187.0,420.0,187.0,2.2188,4.93,2.25,0.2
1.531,134.0,780.0,130.0,0.7684,2.57,6.0,0.4
0.575,506.0,1165.0,441.0,1.725,5.07,2.64,0.23
0.811,578.0,1581.0,585.0,2.0657,5.11,2.7,0.19
0.741,495.0,1052.0,467.0,1.5326,4.24,2.25,0.25
0.821,555.0,1353.0,526.0,2.4321,5.1,2.57,0.21
0.926,798.0,1948.0,775.0,2.7321,5.2,2.51,0.2
0.508,209.0,544.0,172.0,3.3462,6.47,3.16,0.19
1.395,424.0,1603.0,438.0,2.5667,4.76,3.66,0.2
1.36,431.0,983.0,375.0,3.0469,6.39,2.62,0.18
0.788,719.0,1381.0,628.0,1.6667,4.02,2.2,0.29
0.798,565.0,1058.0,414.0,2.0644,5.76,2.56,0.24
0.367,238.0,425.0,157.0,1.0486,5.97,2.71,0.25
0.5,431.0,1166.0,363.0,1.8208,5.43,3.21,0.22
0.592,384.0,1033.0,327.0,1.4911,5.5,3.16,0.21
0.627,372.0,686.0,264.0,1.8065,5.98,2.6,0.24
0.838,345.0,517.0,222.0,2.1542,7.05,2.33,0.22
0.628,239.0,509.0,196.0,2.0156,5.25,2.6,0.23
1.194,799.0,1384.0,578.0,2.4708,5.65,2.39,0.24
1.434,215.0,421.0,198.0,3.0208,5.15,2.13,0.21
0.979,380.0,890.0,370.0,1.9741,4.41,2.41,0.23
1.027,319.0,943.0,301.0,3.538,5.03,3.13,0.21
0.988,268.0,672.0,266.0,2.9485,5.37,2.53,0.19
0.756,336.0,811.0,314.0,2.4559,4.68,2.58,0.23
0.842,372.0,844.0,336.0,2.6923,5.12,2.51,0.22
1.063,259.0,519.0,220.0,3.2891,5.78,2.36,0.2
0.755,385.0,1060.0,390.0,2.1726,4.29,2.72,0.23
1.113,662.0,1554.0,578.0,2.6847,5.7,2.69,0.2
0.96,214.0,529.0,196.0,3.1406,5.48,2.7,0.2
0.817,365.0,866.0,342.0,2.96,5.07,2.53,0.21
0.996,484.0,1248.0,472.0,2.5893,4.77,2.64,0.22
0.736,474.0,1298.0,461.0,3.5076,5.19,2.82,0.2
0.902,329.0,948.0,357.0,2.7639,4.65,2.66,0.2
0.701,345.0,941.0,335.0,2.3147,4.63,2.81,0.22
1.269,491.0,1153.0,462.0,2.8182,5.4,2.5,0.2
1.656,217.0,516.0,181.0,5.0329,8.02,2.85,0.15
0.784,345.0,823.0,316.0,1.8993,4.7,2.6,0.23
1.197,411.0,1019.0,387.0,2.9911,5.43,2.63,0.2
1.199,634.0,1658.0,598.0,3.8095,5.87,2.77,0.18
1.118,129.0,334.0,121.0,3.9659,5.32,2.76,0.2
1.289,338.0,873.0,313.0,4.0357,6.47,2.79,0.17
1.005,499.0,1375.0,503.0,2.8446,5.13,2.73,0.19
1.306,117.0,320.0,109.0,4.2054,5.32,2.94,0.2
0.901,1056.0,2907.0,972.0,3.5363,5.86,2.99,0.19
0.581,331.0,620.0,268.0,1.6528,4.54,2.31,0.27
0.79,528.0,1194.0,465.0,2.5179,5.05,2.57,0.22
1.07,178.0,480.0,179.0,3.0536,5.32,2.68,0.19
0.864,309.0,706.0,277.0,2.8958,5.76,2.55,0.19
0.921,399.0,910.0,389.0,2.5804,5.48,2.34,0.19
0.851,283.0,642.0,292.0,2.4519,4.53,2.2,0.21
0.796,238.0,539.0,212.0,2.0938,5.59,2.54,0.2
1.281,206.0,521.0,219.0,4.025,5.24,2.38,0.18
0.668,405.0,826.0,382.0,1.5625,4.36,2.16,0.24
0.768,610.0,1544.0,584.0,2.178,5.11,2.64,0.2
0.952,340.0,937.0,353.0,3.4408,5.32,2.65,0.18
0.973,553.0,1370.0,480.0,2.7644,6.2,2.85,0.19
0.926,365.0,883.0,310.0,2.3167,5.98,2.85,0.2
0.771,524.0,746.0,251.0,1.7153,8.03,2.97,0.26
0.925,357.0,891.0,355.0,2.6987,5.35,2.51,0.19
0.751,600.0,1314.0,562.0,2.1354,5.1,2.34,0.21
0.741,234.0,573.0,236.0,2.4896,5.71,2.43,0.17
0.948,89.0,240.0,91.0,3.25,5.98,2.64,0.16
0.723,393.0,996.0,374.0,2.2357,5.15,2.66,0.2
0.575,553.0,1300.0,504.0,1.7574,4.72,2.58,0.23
0.705,426.0,1041.0,401.0,2.3947,5.54,2.6,0.19
0.55,236.0,965.0,265.0,3.5345,4.51,3.64,0.2
0.713,213.0,443.0,158.0,2.6094,6.37,2.8,0.21
1.114,394.0,907.0,369.0,2.3571,6.01,2.46,0.18
1.067,453.0,1152.0,435.0,3.0806,6.19,2.65,0.17
0.946,300.0,806.0,270.0,3.0147,6.74,2.99,0.16
0.761,419.0,434.0,187.0,1.9417,7.65,2.32,0.29
1.356,267.0,393.0,163.0,2.625,8.09,2.41,0.2
0.707,535.0,816.0,326.0,1.319,6.4,2.5,0.26
0.74,605.0,1093.0,438.0,2.0962,6.41,2.5,0.22
0.543,452.0,917.0,359.0,1.725,5.16,2.55,0.24
0.768,634.0,1184.0,453.0,1.2227,5.04,2.61,0.28
0.824,591.0,1221.0,486.0,2.087,6.14,2.51,0.2
1.015,477.0,900.0,402.0,1.9625,5.1,2.24,0.23
1.019,496.0,899.0,347.0,2.1864,5.82,2.59,0.25
0.608,262.0,784.0,231.0,1.8793,5.74,3.39,0.2
0.534,283.0,1006.0,253.0,2.163,4.38,3.98,0.26
0.467,218.0,890.0,232.0,2.101,4.41,3.84,0.21
0.4,373.0,777.0,298.0,1.0,4.14,2.61,0.3
0.433,523.0,1069.0,410.0,1.6552,4.87,2.61,0.26
0.725,187.0,390.0,142.0,2.4511,4.99,2.75,0.26
0.875,103.0,258.0,61.0,2.9,7.41,4.23,0.23
0.612,231.0,745.0,217.0,2.0463,4.65,3.43,0.23
0.62,244.0,766.0,230.0,2.2969,4.87,3.33,0.22
0.917,61.0,152.0,56.0,3.3472,5.61,2.71,0.19
1.078,220.0,684.0,194.0,3.4038,5.88,3.53,0.19
1.135,146.0,473.0,154.0,3.1979,5.46,3.07,0.17
0.586,382.0,1307.0,345.0,1.4583,4.68,3.79,0.24
0.664,327.0,1244.0,316.0,2.2054,4.12,3.94,0.25
0.622,634.0,2082.0,565.0,1.7159,4.56,3.68,0.25
0.637,287.0,1104.0,317.0,1.9088,4.42,3.48,0.2
0.694,373.0,1148.0,388.0,1.5372,3.76,2.96,0.26
0.606,395.0,1121.0,381.0,1.9464,3.97,2.94,0.26
0.96,268.0,911.0,254.0,4.3523,6.68,3.59,0.16
0.808,530.0,1447.0,473.0,3.2593,5.42,3.06,0.21
0.708,454.0,1188.0,430.0,3.0091,5.65,2.76,0.19
0.707,340.0,933.0,318.0,2.4063,4.98,2.93,0.21
1.43,365.0,952.0,360.0,5.4349,6.29,2.64,0.16
1.072,480.0,1164.0,421.0,3.8177,5.14,2.76,0.22
0.603,545.0,1568.0,510.0,1.5217,4.37,3.07,0.24
0.664,366.0,1416.0,401.0,1.975,4.03,3.53,0.23
0.675,387.0,1376.0,337.0,1.9911,5.58,4.08,0.21
1.0,139.0,327.0,89.0,3.6528,6.64,3.67,0.24
1.463,196.0,481.0,185.0,6.2558,6.14,2.6,0.17
1.138,171.0,649.0,173.0,3.3182,6.28,3.75,0.16
0.743,294.0,866.0,275.0,2.3594,5.3,3.15,0.2
0.809,270.0,867.0,261.0,1.9375,4.89,3.32,0.21
0.711,322.0,1130.0,335.0,3.5735,4.78,3.37,0.2
0.658,394.0,1175.0,374.0,1.9939,5.06,3.14,0.21
0.675,262.0,950.0,241.0,1.8958,5.24,3.94,0.21
0.686,191.0,623.0,169.0,1.7604,4.38,3.69,0.26
0.623,269.0,825.0,250.0,3.2396,5.46,3.3,0.2
0.635,256.0,728.0,246.0,1.7411,4.22,2.96,0.25
0.611,301.0,804.0,288.0,1.9531,4.19,2.79,0.25
0.675,289.0,959.0,284.0,3.5282,5.26,3.38,0.19
0.908,274.0,862.0,248.0,4.875,6.48,3.48,0.17
0.832,317.0,1005.0,312.0,4.1293,5.22,3.22,0.19
1.028,104.0,457.0,106.0,3.3583,5.1,4.31,0.19
1.25,235.0,569.0,235.0,3.1667,5.23,2.42,0.19
0.552,340.0,1161.0,343.0,2.1792,4.56,3.38,0.22
0.938,81.0,206.0,57.0,2.2083,8.28,3.61,0.17
0.875,99.0,123.0,54.0,2.0938,6.44,2.28,0.28
1.125,69.0,198.0,55.0,1.625,6.85,3.6,0.18
0.963,143.0,458.0,143.0,4.475,5.63,3.2,0.18
0.675,316.0,1013.0,274.0,2.5664,5.62,3.7,0.21
0.875,203.0,533.0,201.0,3.6597,5.41,2.65,0.19
0.699,426.0,1595.0,428.0,1.7188,3.49,3.73,0.29
0.726,359.0,961.0,327.0,1.1853,4.0,2.94,0.27
0.938,594.0,1184.0,513.0,1.875,4.44,2.31,0.26
0.885,246.0,805.0,239.0,2.6172,5.27,3.37,0.2
0.792,337.0,1166.0,333.0,2.2417,5.15,3.5,0.2
0.612,325.0,1453.0,332.0,1.735,4.6,4.38,0.21
0.631,275.0,1113.0,258.0,2.3571,4.61,4.31,0.23
1.425,72.0,822.0,64.0,3.4107,5.16,12.84,0.22
0.61,142.0,580.0,160.0,2.1136,4.16,3.63,0.21
0.536,162.0,692.0,141.0,1.2083,4.01,4.91,0.29
0.561,194.0,733.0,186.0,1.6607,4.04,3.94,0.26
0.604,403.0,1370.0,377.0,1.275,4.54,3.63,0.24
0.596,221.0,697.0,201.0,1.6351,5.0,3.47,0.22
0.686,213.0,1066.0,211.0,4.5714,5.65,5.05,0.18
0.639,375.0,1193.0,351.0,2.1979,3.74,3.4,0.29
0.594,416.0,1335.0,397.0,1.5987,4.21,3.36,0.25
0.694,328.0,1024.0,298.0,1.3882,3.93,3.44,0.28
0.583,438.0,1377.0,429.0,1.3373,2.75,3.21,0.37
0.762,555.0,1627.0,522.0,3.2083,5.47,3.12,0.19
0.625,835.0,2283.0,767.0,1.1707,3.09,2.98,0.35
0.681,277.0,864.0,274.0,1.6667,4.71,3.15,0.21
0.708,490.0,1583.0,469.0,3.0603,5.35,3.38,0.2
0.862,202.0,615.0,191.0,4.6154,6.2,3.22,0.17
0.996,301.0,1135.0,332.0,5.128,6.05,3.42,0.15
0.762,283.0,848.0,245.0,3.1597,6.4,3.46,0.18
0.843,606.0,1767.0,536.0,2.8025,4.95,3.3,0.23
1.101,414.0,1416.0,421.0,5.7843,5.92,3.36,0.17
1.599,307.0,1000.0,287.0,6.3814,7.61,3.48,0.14
0.644,507.0,762.0,451.0,1.6635,3.74,1.69,0.3
0.736,208.0,621.0,208.0,3.6042,5.54,2.99,0.18
0.864,367.0,1173.0,360.0,4.0375,6.45,3.26,0.16
0.972,235.0,871.0,222.0,6.2715,6.91,3.92,0.15
0.875,279.0,803.0,277.0,4.3021,5.1,2.9,0.2
1.403,217.0,653.0,185.0,4.4821,6.91,3.53,0.17
0.944,177.0,649.0,148.0,2.5769,6.32,4.39,0.19
0.64,389.0,1691.0,356.0,1.899,5.51,4.75,0.2
0.958,113.0,531.0,134.0,1.6838,4.35,3.96,0.19
0.701,573.0,2185.0,602.0,1.375,3.86,3.63,0.25
0.731,275.0,1083.0,298.0,1.4828,4.25,3.63,0.22
0.912,666.0,2097.0,622.0,2.3319,5.49,3.37,0.2
0.884,913.0,3565.0,924.0,1.5931,3.93,3.86,0.25
0.755,492.0,1694.0,475.0,2.1776,4.55,3.57,0.23
0.847,440.0,1302.0,393.0,1.1311,3.88,3.31,0.29
0.727,610.0,2644.0,581.0,2.625,4.94,4.55,0.21
0.677,581.0,2807.0,594.0,2.0625,4.72,4.73,0.21
0.813,94.0,135.0,57.0,1.7292,5.09,2.37,0.32
0.513,57.0,81.0,33.0,1.2639,7.42,2.45,0.23
0.325,49.0,51.0,20.0,4.0208,10.4,2.55,0.24
0.439,280.0,329.0,158.0,1.4338,7.18,2.08,0.25
0.575,86.0,98.0,54.0,1.5417,7.67,1.81,0.21
0.628,515.0,659.0,295.0,2.8684,6.77,2.23,0.26
0.543,536.0,515.0,273.0,2.0109,7.12,1.89,0.28
0.588,43.0,41.0,21.0,2.7,8.86,1.95,0.23
0.538,46.0,63.0,24.0,1.4688,10.0,2.63,0.19
0.675,95.0,160.0,73.0,0.922,6.29,2.19,0.21
0.628,248.0,329.0,155.0,1.7857,7.81,2.12,0.2
0.544,81.0,112.0,57.0,1.125,5.65,1.96,0.25
0.538,25.0,37.0,17.0,1.8958,5.82,2.18,0.25
0.475,18.0,30.0,16.0,5.3374,6.0,1.88,0.19
0.592,243.0,227.0,139.0,0.8964,5.73,1.63,0.31
0.575,363.0,374.0,127.0,3.1607,9.31,2.94,0.31
0.5,238.0,476.0,169.0,1.7727,4.43,2.82,0.32
0.3,448.0,338.0,182.0,1.2132,8.71,1.86,0.28
0.25,33.0,64.0,27.0,0.8571,1.63,2.37,0.75
0.561,820.0,1431.0,608.0,1.275,4.23,2.35,0.32
0.45,378.0,949.0,300.0,0.8585,4.83,3.16,0.26
0.44,386.0,775.0,320.0,1.2049,4.34,2.42,0.28
1.083,794.0,1501.0,714.0,2.1212,5.33,2.1,0.21
1.415,405.0,1225.0,425.0,4.1576,5.79,2.88,0.16
1.66,518.0,1134.0,399.0,3.2132,6.72,2.84,0.19
1.188,283.0,721.0,270.0,3.0817,5.44,2.67,0.19
1.397,524.0,1385.0,523.0,4.337,5.99,2.65,0.17
1.804,557.0,1413.0,520.0,4.375,6.35,2.72,0.17
0.544,520.0,1425.0,465.0,1.7388,4.91,3.06,0.23
1.161,619.0,1172.0,575.0,1.9722,4.29,2.04,0.25
1.058,824.0,1477.0,770.0,1.8325,4.28,1.92,0.25
0.984,410.0,902.0,396.0,2.3261,4.58,2.28,0.23
0.945,673.0,1541.0,636.0,2.75,5.47,2.42,0.19
1.375,26.0,51.0,22.0,1.7292,4.5,2.32,0.26
0.806,530.0,861.0,371.0,2.325,6.91,2.32,0.21
0.742,478.0,896.0,426.0,2.0357,4.91,2.1,0.23
1.047,487.0,1019.0,384.0,2.2574,6.02,2.65,0.21
0.455,439.0,632.0,292.0,1.7868,5.85,2.16,0.26
0.14999,239.0,490.0,164.0,2.1,3.77,2.99,0.39
0.329,386.0,436.0,213.0,1.1471,6.44,2.05,0.28
0.649,458.0,1124.0,447.0,2.7583,5.08,2.51,0.2
0.624,352.0,754.0,334.0,2.5703,4.87,2.26,0.22
0.679,598.0,1491.0,568.0,2.6094,5.2,2.63,0.2
0.871,604.0,1748.0,582.0,4.3162,6.05,3.0,0.17
0.77,487.0,1182.0,438.0,3.0268,4.87,2.7,0.23
0.844,631.0,1527.0,597.0,4.0125,5.72,2.56,0.18
0.707,370.0,956.0,379.0,3.1736,5.36,2.52,0.18
0.672,226.0,520.0,218.0,2.2727,5.0,2.39,0.21
0.574,447.0,1021.0,374.0,1.8472,5.47,2.73,0.22
0.526,439.0,1015.0,413.0,1.4598,4.63,2.46,0.23
0.546,418.0,905.0,393.0,1.6286,4.34,2.3,0.25
0.543,435.0,1005.0,373.0,1.7857,4.85,2.69,0.24
0.547,402.0,913.0,358.0,1.8403,4.72,2.55,0.24
0.57,421.0,1006.0,419.0,2.8393,4.75,2.4,0.21
0.632,483.0,1368.0,455.0,2.325,5.17,3.01,0.21
0.67,554.0,1297.0,517.0,2.0575,4.9,2.51,0.22
0.519,516.0,1106.0,473.0,1.97,4.7,2.34,0.23
0.532,443.0,911.0,365.0,2.0331,4.82,2.5,0.25
0.694,310.0,844.0,309.0,3.0625,5.1,2.73,0.2
0.514,701.0,1413.0,611.0,1.3222,3.84,2.31,0.3
0.635,620.0,1566.0,583.0,2.1818,4.47,2.69,0.24
0.675,833.0,1622.0,758.0,1.3587,4.31,2.14,0.25
1.32,608.0,2089.0,591.0,5.5261,7.04,3.53,0.15
1.076,832.0,1872.0,731.0,2.6812,5.32,2.56,0.21
1.306,522.0,1754.0,551.0,5.6235,6.26,3.18,0.15
2.0,28.0,37.0,16.0,10.0263,9.63,2.31,0.18
2.375,35.0,118.0,37.0,4.8571,6.86,3.19,0.14
1.264,319.0,846.0,317.0,3.8611,5.97,2.67,0.17
1.322,1040.0,3242.0,1030.0,5.575,6.25,3.15,0.16
0.446,2190.0,4781.0,1919.0,1.7109,4.55,2.49,0.25
0.594,459.0,1134.0,419.0,1.8289,4.34,2.71,0.25
0.506,224.0,426.0,208.0,1.4427,3.8,2.05,0.28
0.6,75.0,169.0,101.0,1.3527,2.25,1.67,0.33
0.904,392.0,890.0,374.0,4.0208,5.95,2.38,0.18
0.846,331.0,789.0,321.0,3.5714,5.94,2.46,0.17
0.939,378.0,928.0,379.0,4.3906,5.94,2.45,0.17
0.794,516.0,1203.0,487.0,3.7708,5.83,2.47,0.18
0.721,284.0,648.0,300.0,2.8295,4.58,2.16,0.21
0.855,315.0,937.0,303.0,3.996,6.26,3.09,0.17
0.762,323.0,854.0,309.0,3.1906,6.02,2.76,0.17
0.698,171.0,440.0,170.0,2.8393,4.78,2.59,0.21
0.731,273.0,680.0,259.0,2.9821,5.57,2.63,0.19
